RecordID,SpeciesID,Order,Family,Genus,Species,Binomial,CommonName,CountryName,AreaName1,AreaName2,LocationDescription,Realm,Island,LandType,CPrecord,IntroducedDate,IntroducedDateGrouped,MappingDate,ReferenceDate,StatusCat,IntroMethod,IntroPurpose,TaxonomicNotes,Notes,RangeMap,Reference,CompilerInitial
21117,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1842,1842.0,,,Unsuccessful,Unknown,Unknown.Not applicable,,,Not Mapped,"{Lever, 2005 #385}",FS
21118,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1843,1843.0,,,Unsuccessful,Unknown,Unknown.Not applicable,,,Not Mapped,"{Lever, 2005 #385}",FS
21119,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,North Island NZ,,Mongonui,Australasian,1,Oceanic.Island,1,1845,1845.0,1845.0,,Unknown,Unknown,Unknown.Not applicable,,1845: Introd. to Mongonui.,Mapped,"{Lever, 2005 #385}",FS
21120,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,North Island NZ,,Mongonui; Tauronga; Tologo Bay; Raglan; Kawau; Bay of Is.; Napier.,Australasian,1,Oceanic.Island,1,1845,1845.0,1850.0,,Unknown,Unknown,Unknown.Not applicable,,"1845: Introd. to Mongonui.
1850-1869: Introd. to Tauronga; Tologo Bay; Raglan; Kawau; Bay of Is.; Napier.",Mapped,"{Lever, 2005 #385}",FS
21121,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1845,1845.0,1850.0,,Established,Unknown,Unknown.Not applicable,,"1845: Introd. to Mongonui.
1850-1869: Introd. to Tauronga; Tologo Bay; Raglan; Kawau; Bay of Is.; Napier.
1850: Introd. to Bank's Peninsula, Canterbury.",Mapped,"{Lever, 2005 #385}",FS
21122,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1845,1845.0,1851.0,,Established,Unknown,Unknown.Not applicable,,"1845: Introd. to Mongonui.
1850-1869: Introd. to Tauronga; Tologo Bay; Raglan; Kawau; Bay of Is.; Napier.
1850: Introd. to Bank's Peninsula, Canterbury.
1851: Introd. to Waitakere, Auckland.",Mapped,"{Lever, 2005 #385}",FS
21123,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1845,1845.0,1853.0,,Established,Unknown,Unknown.Not applicable,,"1845: Introd. to Mongonui.
1850-1869: Introd. to Tauronga; Tologo Bay; Raglan; Kawau; Bay of Is.; Napier.
1850: Introd. to Bank's Peninsula, Canterbury.
1851: Introd. to Waitakere, Auckland.
1853: Introd. to Nelson.",Mapped,"{Lever, 2005 #385}",FS
21124,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1845,1845.0,1856.0,,Established,Unknown,Unknown.Not applicable,,"1845: Introd. to Mongonui.
1850-1869: Introd. to Tauronga; Tologo Bay; Raglan; Kawau; Bay of Is.; Napier.
1850: Introd. to Bank's Peninsula, Canterbury.
1851: Introd. to Waitakere, Auckland.
1853: Introd. to Nelson.
1856: Introd. to Waitakere, Auckland.",Mapped,"{Lever, 2005 #385}",FS
21125,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1845,1845.0,1865.0,,Established,Unknown,Unknown.Not applicable,,"1845: Introd. to Mongonui.
1850-1869: Introd. to Tauronga; Tologo Bay; Raglan; Kawau; Bay of Is.; Napier.
1850: Introd. to Bank's Peninsula, Canterbury.
1851: Introd. to Waitakere, Auckland.
1853: Introd. to Nelson.
1856: Introd. to Waitakere, Auckland.
1865: Introd. to Christchurch.",Mapped,"{Lever, 2005 #385}",FS
21126,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1845,1845.0,1865.0,,Established,Unknown,Unknown.Not applicable,,"1845: Introd. to Mongonui.
1850-1869: Introd. to Tauronga; Tologo Bay; Raglan; Kawau; Bay of Is.; Napier.
1850: Introd. to Bank's Peninsula, Canterbury.
1851: Introd. to Waitakere, Auckland.
1853: Introd. to Nelson.
1856: Introd. to Waitakere, Auckland.
1865: Introd. to Christchurch.
1865-1870: Introd. to Otago.",Mapped,"{Lever, 2005 #385}",FS
21127,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1845,1845.0,1867.0,,Established,Unknown,Unknown.Not applicable,,"1845: Introd. to Mongonui.
1850-1869: Introd. to Tauronga; Tologo Bay; Raglan; Kawau; Bay of Is.; Napier.
1850: Introd. to Bank's Peninsula, Canterbury.
1851: Introd. to Waitakere, Auckland.
1853: Introd. to Nelson.
1856: Introd. to Waitakere, Auckland.
1865: Introd. to Christchurch.
1865-1870: Introd. to Otago.
1867-1868: Introd. to Canterbury.",Mapped,"{Lever, 2005 #385}",FS
21128,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1845,1845.0,1871.0,,Established,Unknown,Unknown.Not applicable,,"1845: Introd. to Mongonui.
1850-1869: Introd. to Tauronga; Tologo Bay; Raglan; Kawau; Bay of Is.; Napier.
1850: Introd. to Bank's Peninsula, Canterbury.
1851: Introd. to Waitakere, Auckland.
1853: Introd. to Nelson.
1856: Introd. to Waitakere, Auckland.
1865: Introd. to Christchurch.
1865-1870: Introd. to Otago.
1867-1868: Introd. to Canterbury.
1871:  Introd. to Canterbury.",Mapped,"{Lever, 2005 #385}",FS
21129,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1845,1845.0,1867.0,,Established,Unknown,Unknown.Not applicable,,"1845: Introd. to Mongonui.
1850-1869: Introd. to Tauronga; Tologo Bay; Raglan; Kawau; Bay of Is.; Napier.
1850: Introd. to Bank's Peninsula, Canterbury.
1851: Introd. to Waitakere, Auckland.
1853: Introd. to Nelson.
1856: Introd. to Waitakere, Auckland.
1865: Introd. to Christchurch.
1865-1870: Introd. to Otago.
1867-1868: Introd. to Canterbury.
1871:  Introd. to Canterbury.
1867/1868/1869: Introd. to Auckland.",Mapped,"{Lever, 2005 #385}",FS
21130,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1845,1845.0,1874.0,,Established,Unknown,Unknown.Not applicable,,"1845: Introd. to Mongonui.
1850-1869: Introd. to Tauronga; Tologo Bay; Raglan; Kawau; Bay of Is.; Napier.
1850: Introd. to Bank's Peninsula, Canterbury.
1851: Introd. to Waitakere, Auckland.
1853: Introd. to Nelson.
1856: Introd. to Waitakere, Auckland.
1865: Introd. to Christchurch.
1865-1870: Introd. to Otago.
1867-1868: Introd. to Canterbury.
1871:  Introd. to Canterbury.
1867/1868/1869: Introd. to Auckland.
1874/75: Introd. to Wellington.",Mapped,"{Lever, 2005 #385}",FS
21131,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1845,1845.0,1874.0,,Established,Unknown,Unknown.Not applicable,,"1845: Introd. to Mongonui.
1850-1869: Introd. to Tauronga; Tologo Bay; Raglan; Kawau; Bay of Is.; Napier.
1850: Introd. to Bank's Peninsula, Canterbury.
1851: Introd. to Waitakere, Auckland.
1853: Introd. to Nelson.
1856: Introd. to Waitakere, Auckland.
1865: Introd. to Christchurch.
1865-1870: Introd. to Otago.
1867-1868: Introd. to Canterbury.
1871:  Introd. to Canterbury.
1867/1868/1869: Introd. to Auckland.
1874/75: Introd. to Wellington.
1874/1877: Introd. to Otago.",Mapped,"{Lever, 2005 #385}",FS
21132,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,South Island NZ,Stewart Island,,Australasian,1,Oceanic.Island,1,1895-1910,1902.0,2005.0,,Unsuccessful,Unknown,Unknown.Not applicable,,,Mapped,"{Lever, 2005 #385}",FS
21145,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,South Island NZ,,,Australasian,1,Oceanic.Island,1,1870,1870.0,1871.0,,Unsuccessful,Released,Unknown.Not applicable,,"1870: 18 birds released round Christchurch
Early 1870s: unknown number released in Dunedin
'Common round Christchurch and Dunedin after release'",Mapped,"{Higgins, 2006 #411}",FD
21146,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,South Island NZ,,,Australasian,1,Oceanic.Island,0,1870,1870.0,1895.0,,Unsuccessful,Released,Unknown.Not applicable,,"1870: 18 birds released round Christchurch
Early 1870s: unknown number released in Dunedin
'Common round Christchurch and Dunedin after release'
1890s: popns. died out",Mapped,"{Higgins, 2006 #411}",FD
21148,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1870,1870.0,1890.0,,Established,Released,Fauna Improvement.Ornamental,,"1870-1877: 90+ birds released in NZ, including in Wellington and Hawke's Bay.
1890: abundant around Hawke's Bay, in Napier and Tutira.",Mapped,"{Lever, 2005 #385}",ED
21149,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1870,1870.0,1912.0,,Established,Released,Fauna Improvement.Ornamental,,"1870-1877: 90+ birds released in NZ, including in Wellington and Hawke's Bay.
1890: abundant around Hawke's Bay, in Napier and Tutira.
1912: plentiful at Tuparoa",Mapped,"{Lever, 2005 #385}",ED
21150,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1870,1870.0,1922.0,,Established,Released,Fauna Improvement.Ornamental,,"1870-1877: 90+ birds released in NZ, including in Wellington and Hawke's Bay.
1890: abundant around Hawke's Bay, in Napier and Tutira.
1912: plentiful at Tuparoa
1922: spread up coast from Wellington to Wanganui and New Plymouth, throughout Taranaki and E to Wairarapa.",Mapped,"{Lever, 2005 #385}",ED
21151,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1870,1870.0,1935.0,,Established,Released,Fauna Improvement.Ornamental,,"1870-1877: 90+ birds released in NZ, including in Wellington and Hawke's Bay.
1890: abundant around Hawke's Bay, in Napier and Tutira.
1912: plentiful at Tuparoa
1922: spread up coast from Wellington to Wanganui and New Plymouth, throughout Taranaki and E to Wairarapa.
1930s: two discrete sub-popns - one in the E from Waipukarau to East Cape, and the other in the W from Wanganui to the Waikato.",Mapped,"{Lever, 2005 #385}",ED
21152,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1870,1870.0,1940.0,,Established,Released,Fauna Improvement.Ornamental,,"1870-1877: 90+ birds released in NZ, including in Wellington and Hawke's Bay.
1890: abundant around Hawke's Bay, in Napier and Tutira.
1912: plentiful at Tuparoa
1922: spread up coast from Wellington to Wanganui and New Plymouth, throughout Taranaki and E to Wairarapa.
1930s: two discrete sub-popns - one in the E from Waipukarau to East Cape, and the other in the W from Wanganui to the Waikato.
1940: started to spread rapidly and colonised Volcanic Plateau",Mapped,"{Lever, 2005 #385}",ED
21153,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1870,1870.0,1947.0,,Established,Released,Fauna Improvement.Ornamental,,"1870-1877: 90+ birds released in NZ, including in Wellington and Hawke's Bay.
1890: abundant around Hawke's Bay, in Napier and Tutira.
1912: plentiful at Tuparoa
1922: spread up coast from Wellington to Wanganui and New Plymouth, throughout Taranaki and E to Wairarapa.
1930s: two discrete sub-popns - one in the E from Waipukarau to East Cape, and the other in the W from Wanganui to the Waikato.
1940: started to spread rapidly and colonised Volcanic Plateau
1947: Auckland",Mapped,"{Lever, 2005 #385}",ED
21154,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1870,1870.0,1950.0,,Established,Released,Fauna Improvement.Ornamental,,"1870-1877: 90+ birds released in NZ, including in Wellington and Hawke's Bay.
1890: abundant around Hawke's Bay, in Napier and Tutira.
1912: plentiful at Tuparoa
1922: spread up coast from Wellington to Wanganui and New Plymouth, throughout Taranaki and E to Wairarapa.
1930s: two discrete sub-popns - one in the E from Waipukarau to East Cape, and the other in the W from Wanganui to the Waikato.
1940: started to spread rapidly and colonised Volcanic Plateau
1947: Auckland
1950: Tauranga and Rotorua",Mapped,"{Lever, 2005 #385}",ED
21155,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1870,1870.0,1960.0,,Established,Released,Fauna Improvement.Ornamental,,"1870-1877: 90+ birds released in NZ, including in Wellington and Hawke's Bay.
1890: abundant around Hawke's Bay, in Napier and Tutira.
1912: plentiful at Tuparoa
1922: spread up coast from Wellington to Wanganui and New Plymouth, throughout Taranaki and E to Wairarapa.
1930s: two discrete sub-popns - one in the E from Waipukarau to East Cape, and the other in the W from Wanganui to the Waikato.
1940: started to spread rapidly and colonised Volcanic Plateau
1947: Auckland
1950: Tauranga and Rotorua
1960: Bay of Islands",Mapped,"{Lever, 2005 #385}",ED
21156,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1870,1870.0,1965.0,,Established,Released,Fauna Improvement.Ornamental,,"1870-1877: 90+ birds released in NZ, including in Wellington and Hawke's Bay.
1890: abundant around Hawke's Bay, in Napier and Tutira.
1912: plentiful at Tuparoa
1922: spread up coast from Wellington to Wanganui and New Plymouth, throughout Taranaki and E to Wairarapa.
1930s: two discrete sub-popns - one in the E from Waipukarau to East Cape, and the other in the W from Wanganui to the Waikato.
1940: started to spread rapidly and colonised Volcanic Plateau
1947: Auckland
1950: Tauranga and Rotorua
1960: Bay of Islands
1965: Kaitaia. Described as abundant in N half of N.Island to Doubtless Bay.",Mapped,"{Lever, 2005 #385}",ED
21157,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1870,1870.0,1970.0,,Established,Released,Fauna Improvement.Ornamental,,"1870-1877: 90+ birds released in NZ, including in Wellington and Hawke's Bay.
1890: abundant around Hawke's Bay, in Napier and Tutira.
1912: plentiful at Tuparoa
1922: spread up coast from Wellington to Wanganui and New Plymouth, throughout Taranaki and E to Wairarapa.
1930s: two discrete sub-popns - one in the E from Waipukarau to East Cape, and the other in the W from Wanganui to the Waikato.
1940: started to spread rapidly and colonised Volcanic Plateau
1947: Auckland
1950: Tauranga and Rotorua
1960: Bay of Islands
1965: Kaitaia
1965: described as abundant in N half of N.Island to Doubtless Bay.
1970: established N of 40'S. South of Wanganui and Waipukurau local and rare. S.Island only as vagrants.",Mapped,"{Lever, 2005 #385}",ED
21158,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1870,1870.0,1997.0,,Established,Released,Fauna Improvement.Ornamental,,"1870-1877: 90+ birds released in NZ, including in Wellington and Hawke's Bay.
1890: abundant around Hawke's Bay, in Napier and Tutira.
1912: plentiful at Tuparoa
1922: spread up coast from Wellington to Wanganui and New Plymouth, throughout Taranaki and E to Wairarapa.
1930s: two discrete sub-popns - one in the E from Waipukarau to East Cape, and the other in the W from Wanganui to the Waikato.
1940: started to spread rapidly and colonised Volcanic Plateau
1947: Auckland
1950: Tauranga and Rotorua
1960: Bay of Islands
1965: Kaitaia
1965: described as abundant in N half of N.Island to Doubtless Bay.
1970: established N of 40'S. South of Wanganui and Waipukurau local and rare. S.Island only as vagrants.
1997: locally abundant in N of N.Island, but southern limit shifting N.",Mapped,"{Lever, 2005 #385}",ED
21194,6167,Passeriformes,Turdidae,Turdus,merula,Turdus merula,Eurasian Blackbird,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,c.1862,1862.0,1862.0,,Unknown,Unknown,Unknown.Not applicable,,1862: 26 released by the Nelson A.S.,Mapped,"{Lever, 2005 #385}",FS
21195,6167,Passeriformes,Turdidae,Turdus,merula,Turdus merula,Eurasian Blackbird,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,c.1862,1862.0,1865.0,,Unknown,Unknown,Unknown.Not applicable,,"1862: 26 released by the Nelson A.S.
1865: Released by Auckland A.S. A pair released by Otago A.S. at Dunedin. A pair released by Canterbury A.S.",Mapped,"{Lever, 2005 #385}",FS
21196,6167,Passeriformes,Turdidae,Turdus,merula,Turdus merula,Eurasian Blackbird,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,c.1862,1862.0,1867.0,,Unknown,Unknown,Unknown.Not applicable,,"1862: 26 released by the Nelson A.S.
1865: Released by Auckland A.S. A pair released by Otago A.S. at Dunedin. A pair released by Canterbury A.S.
1867: 6 released by Otago A.S. at Dunedin. 46 released by Canterbury A.S. c.30 released by Auckland A.S.",Mapped,"{Lever, 2005 #385}",FS
21197,6167,Passeriformes,Turdidae,Turdus,merula,Turdus merula,Eurasian Blackbird,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,c.1862,1862.0,1868.0,,Unknown,Unknown,Unknown.Not applicable,,"1862: 26 released by the Nelson A.S.
1865: Released by Auckland A.S. A pair released by Otago A.S. at Dunedin. A pair released by Canterbury A.S.
1867: 6 released by Otago A.S. at Dunedin. 46 released by Canterbury A.S. c.30 released by Auckland A.S.
1868: 132 released by Auckland A.S. 39 released by Otago A.S. 152 released by Canterbury A.S.",Mapped,"{Lever, 2005 #385}",FS
21198,6167,Passeriformes,Turdidae,Turdus,merula,Turdus merula,Eurasian Blackbird,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,c.1862,1862.0,1869.0,,Unknown,Unknown,Unknown.Not applicable,,"1862: 26 released by the Nelson A.S.
1865: Released by Auckland A.S. A pair released by Otago A.S. at Dunedin. A pair released by Canterbury A.S.
1867: 6 released by Otago A.S. at Dunedin. 46 released by Canterbury A.S. c.30 released by Auckland A.S.
1868: 132 released by Auckland A.S. 39 released by Otago A.S. 152 released by Canterbury A.S.
1869: 21 released by Otago A.S.",Mapped,"{Lever, 2005 #385}",FS
21199,6167,Passeriformes,Turdidae,Turdus,merula,Turdus merula,Eurasian Blackbird,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,c.1862,1862.0,1871.0,,Unknown,Unknown,Unknown.Not applicable,,"1862: 26 released by the Nelson A.S.
1865: Released by Auckland A.S. A pair released by Otago A.S. at Dunedin. A pair released by Canterbury A.S.
1867: 6 released by Otago A.S. at Dunedin. 46 released by Canterbury A.S. c.30 released by Auckland A.S.
1868: 132 released by Auckland A.S. 39 released by Otago A.S. 152 released by Canterbury A.S.
1869: 21 released by Otago A.S.
1871: 70 released by Otago A.S.",Mapped,"{Lever, 2005 #385}",FS
21201,6167,Passeriformes,Turdidae,Turdus,merula,Turdus merula,Eurasian Blackbird,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,c.1862,1862.0,1872.0,,Unknown,Unknown,Unknown.Not applicable,,"1862: 26 released by the Nelson A.S.
1865: Released by Auckland A.S. A pair released by Otago A.S. at Dunedin. A pair released by Canterbury A.S.
1867: 6 released by Otago A.S. at Dunedin. 46 released by Canterbury A.S. c.30 released by Auckland A.S.
1868: 132 released by Auckland A.S. 39 released by Otago A.S. 152 released by Canterbury A.S.
1869: 21 released by Otago A.S.
1871: 70 released by Otago A.S.
1871 or 1873: released by Canterbury A.S.
1872: 95 released by Canterbury A.S.",Mapped,"{Lever, 2005 #385}",FS
21202,6167,Passeriformes,Turdidae,Turdus,merula,Turdus merula,Eurasian Blackbird,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,c.1862,1862.0,1875.0,,Unknown,Unknown,Unknown.Not applicable,,"1862: 26 released by the Nelson A.S.
1865: Released by Auckland A.S. A pair released by Otago A.S. at Dunedin. A pair released by Canterbury A.S.
1867: 6 released by Otago A.S. at Dunedin. 46 released by Canterbury A.S. c.30 released by Auckland A.S.
1868: 132 released by Auckland A.S. 39 released by Otago A.S. 152 released by Canterbury A.S.
1869: 21 released by Otago A.S.
1871: 70 released by Otago A.S.
1871 or 1873: released by Canterbury A.S.
1872: 95 released by Canterbury A.S.
1875: 117 released by Canterbury A.S. (40 released at Levels, Otipua, Waimate, Otaio, Geraldine, Aldbury and Timaru.",Mapped,"{Lever, 2005 #385}",FS
21243,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1859,1859.0,1859.0,,Unsuccessful,Unknown,Fauna Improvement.Ornamental,,1859: 300 released but they soon disappeared.,Not Mapped,"{Lever, 2005 #385}",FS
21244,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1862,1862.0,1862.0,,Established,Released,Fauna Improvement.Ornamental,,1862: 1 released by Nelson A.S.,Mapped,"{Lever, 2005 #385}",FS
21245,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1862,1862.0,1864.0,,Established,Released,Fauna Improvement.Ornamental,,"1862: 1 released by Nelson A.S.
1864: 1 survived the voyage from England.",Not Mapped,"{Lever, 2005 #385}",FS
21246,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1862,1862.0,1865.0,,Established,Released,Fauna Improvement.Ornamental,,"1862: 1 released by Nelson A.S.
1864: 1 survived the voyage from England.
1865: 2 survivors (of 72) released by Auckland provincial government.",Mapped,"{Lever, 2005 #385}",FS
21247,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1862,1862.0,1866.0,,Established,Released,Fauna Improvement.Ornamental,,"1862: 1 released by Nelson A.S.
1864: 1 survived the voyage from England.
1865: 2 survivors (of 72) released by Auckland provincial government.
1866: Released by Wanganui A.S.",Mapped,"{Lever, 2005 #385}",FS
21248,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,1,1862,1862.0,1867.0,,Established,Released,Fauna Improvement.Ornamental,,"1862: 1 released by Nelson A.S.
1864: 1 survived the voyage from England.
1865: 2 survivors (of 72) released by Auckland provincial government.
1866: Released by Wanganui A.S.
1867: 40 released at Kaiapoi (bred in 1868) by Canterbury A.S. 47 released by Auckland provincial government.",Mapped,"{Lever, 2005 #385}",FS
21249,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1862,1862.0,1868.0,,Established,Released,Fauna Improvement.Ornamental,,"1862: 1 released by Nelson A.S.
1864: 1 survived the voyage from England.
1865: 2 survivors (of 72) released by Auckland provincial government.
1866: Released by Wanganui A.S.
1867: 40 released at Kaiapoi (bred in 1868) by Canterbury A.S. 47 released by Auckland provincial government.
1868: 3 released by Otago A.S.",Mapped,"{Lever, 2005 #385}",FS
21250,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1862,1862.0,1869.0,,Established,Released,Fauna Improvement.Ornamental,,"1862: 1 released by Nelson A.S.
1864: 1 survived the voyage from England.
1865: 2 survivors (of 72) released by Auckland provincial government.
1866: Released by Wanganui A.S.
1867: 40 released at Kaiapoi (bred in 1868) by Canterbury A.S. 47 released by Auckland provincial government.
1868: 3 released by Otago A.S.
1869: 11 released by Otago A.S.",Mapped,"{Lever, 2005 #385}",FS
21251,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1862,1862.0,1871.0,,Established,Released,Fauna Improvement.Ornamental,,"1862: 1 released by Nelson A.S.
1864: 1 survived the voyage from England.
1865: 2 survivors (of 72) released by Auckland provincial government.
1866: Released by Wanganui A.S.
1867: 40 released at Kaiapoi (bred in 1868) by Canterbury A.S. 47 released by Auckland provincial government.
1868: 3 released by Otago A.S.
1869: 11 released by Otago A.S.
1871: 6 released by Nelson A.S. at Stoke and soon became established.",Mapped,"{Lever, 2005 #385}",FS
21252,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1862,1862.0,1880.0,,Established,Released,Fauna Improvement.Ornamental,,"1862: 1 released by Nelson A.S.
1864: 1 survived the voyage from England.
1865: 2 survivors (of 72) released by Auckland provincial government.
1866: Released by Wanganui A.S.
1867: 40 released at Kaiapoi (bred in 1868) by Canterbury A.S. 47 released by Auckland provincial government.
1868: 3 released by Otago A.S.
1869: 11 released by Otago A.S.
1871: 6 released by Nelson A.S. at Stoke and soon became established.
1880: Widely distributed  by 1880.",Mapped,"{Lever, 2005 #385}",FS
21253,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1862,1862.0,1922.0,,Established,Released,Fauna Improvement.Ornamental,,"1862: 1 released by Nelson A.S.
1864: 1 survived the voyage from England.
1865: 2 survivors (of 72) released by Auckland provincial government.
1866: Released by Wanganui A.S.
1867: 40 released at Kaiapoi (bred in 1868) by Canterbury A.S. 47 released by Auckland provincial government.
1868: 3 released by Otago A.S.
1869: 11 released by Otago A.S.
1871: 6 released by Nelson A.S. at Stoke and soon became established.
1880: Widely distributed  by 1880.
1922: 'Very quickly increased in all parts until they became a very serious pest.'",Mapped,"{Lever, 2005 #385}",FS
21254,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,1862,1862.0,1965.0,,Established,Released,Fauna Improvement.Ornamental,,"1862: 1 released by Nelson A.S.
1864: 1 survived the voyage from England.
1865: 2 survivors (of 72) released by Auckland provincial government.
1866: Released by Wanganui A.S.
1867: 40 released at Kaiapoi (bred in 1868) by Canterbury A.S. 47 released by Auckland provincial government.
1868: 3 released by Otago A.S.
1869: 11 released by Otago A.S.
1871: 6 released by Nelson A.S. at Stoke and soon became established.
1880: Widely distributed  by 1880.
1922: 'Very quickly increased in all parts until they became a very serious pest.'
1965: Widely distributed and abundant.",Mapped,"{Lever, 2005 #385}",FS
